* Measurement data measured by REW V5.40 beta 112
* Source: SSL 2+, MICROPHONE, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Jan 8, 2026, 11:04:53 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: L RDSL-HILN-1225-N001 (HOT) Jan 8
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz); W(W); Phase(degrees)
160.766590; 1.49379E-5; 14.5037
161.132801; 1.49505E-5; 14.5407
161.499012; 1.49621E-5; 14.5767
161.865223; 1.49713E-5; 14.6130
162.231434; 1.49775E-5; 14.6515
162.597645; 1.49815E-5; 14.6938
162.963856; 1.49845E-5; 14.7394
163.330066; 1.49870E-5; 14.7857
163.696277; 1.49888E-5; 14.8307
164.062488; 1.49897E-5; 14.8735
164.428699; 1.49903E-5; 14.9130
164.794910; 1.49910E-5; 14.9474
165.161121; 1.49911E-5; 14.9746
165.527332; 1.49892E-5; 14.9953
165.893543; 1.49843E-5; 15.0142
166.259754; 1.49789E-5; 15.0368
166.625965; 1.49771E-5; 15.0647
166.992176; 1.49819E-5; 15.0920
167.358386; 1.49922E-5; 15.1114
167.724597; 1.50036E-5; 15.1223
168.090808; 1.50128E-5; 15.1327
168.457019; 1.50215E-5; 15.1527
168.823230; 1.50343E-5; 15.1844
169.189441; 1.50533E-5; 15.2208
169.555652; 1.50753E-5; 15.2545
169.921863; 1.50944E-5; 15.2882
170.288074; 1.51090E-5; 15.3328
170.654285; 1.51245E-5; 15.3936
171.020496; 1.51461E-5; 15.4592
171.386706; 1.51699E-5; 15.5094
171.752917; 1.51822E-5; 15.5396
172.119128; 1.51728E-5; 15.5719
172.485339; 1.51481E-5; 15.6387
172.851550; 1.51305E-5; 15.7442
173.217761; 1.51371E-5; 15.8472
173.583972; 1.51576E-5; 15.8904
173.950183; 1.51570E-5; 15.8593
174.316394; 1.51080E-5; 15.8109
174.682605; 1.50252E-5; 15.8340
175.048816; 1.49650E-5; 15.9586
175.415026; 1.49785E-5; 16.1016
175.781237; 1.50562E-5; 16.1186
176.147448; 1.51212E-5; 15.9417
176.513659; 1.50911E-5; 15.6724
176.879870; 1.49653E-5; 15.5285
177.246081; 1.48553E-5; 15.6593
177.612292; 1.49112E-5; 15.9619
177.978503; 1.51877E-5; 16.0858
178.344714; 1.55576E-5; 15.6936
178.710925; 1.57663E-5; 14.7597
179.077136; 1.55999E-5; 13.6415
179.443346; 1.50576E-5; 12.9062
179.809557; 1.43844E-5; 13.0192
180.175768; 1.39283E-5; 14.0132
180.541979; 1.39139E-5; 15.3698
180.908190; 1.43018E-5; 16.3683
181.274401; 1.48334E-5; 16.6327
181.640612; 1.52207E-5; 16.3169
182.006823; 1.53313E-5; 15.8651
182.373034; 1.52412E-5; 15.6683
182.739245; 1.51334E-5; 15.8363
183.105455; 1.51421E-5; 16.1897
183.471666; 1.52666E-5; 16.4601
183.837877; 1.54068E-5; 16.5219
184.204088; 1.54673E-5; 16.4533
184.570299; 1.54341E-5; 16.4184
184.936510; 1.53675E-5; 16.5136
185.302721; 1.53375E-5; 16.7023
185.668932; 1.53616E-5; 16.8727
186.035143; 1.54051E-5; 16.9474
186.401354; 1.54205E-5; 16.9378
186.767565; 1.53953E-5; 16.9169
187.133775; 1.53519E-5; 16.9414
187.499986; 1.53227E-5; 17.0100
187.866197; 1.53202E-5; 17.0759
188.232408; 1.53333E-5; 17.1014
188.598619; 1.53426E-5; 17.0886
188.964830; 1.53393E-5; 17.0667
189.331041; 1.53297E-5; 17.0610
189.697252; 1.53253E-5; 17.0752
190.063463; 1.53309E-5; 17.0974
190.429674; 1.53437E-5; 17.1165
190.795885; 1.53577E-5; 17.1333
191.162095; 1.53709E-5; 17.1544
191.528306; 1.53850E-5; 17.1834
